"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,6512,"s_or_b32 exec_lo, exec_lo, s9",32768,32768,0,92,""
2,6516,"s_waitcnt vmcnt(0)",32768,12999175,12966407,0,""
2,6520,"ds_store_b32 v30, v1",32768,65536,0,126600,""
2,6528,"s_waitcnt lgkmcnt(0)",32768,1730341,1697573,0,""
2,6532,"s_barrier",32768,774082,37397,0,""
2,6536,"buffer_gl0_inv",32768,32768,0,0,""
2,6544,"ds_load_b128 v[4:7], v24",32768,331502,298734,294978,""
2,6552,"ds_load_b128 v[0:3], v24 offset:16",32768,84969,52201,0,""
2,6560,"ds_load_2addr_b32 v[18:19], v28 offset1:8",32768,91459,58691,0,""
2,6568,"ds_load_2addr_b32 v[16:17], v28 offset0:16 offset1:24",32768,102867,70099,0,""
2,6576,"ds_load_2addr_b32 v[14:15], v28 offset0:32 offset1:40",32768,108688,75920,0,""
2,6584,"ds_load_2addr_b32 v[12:13], v28 offset0:48 offset1:56",32768,32768,0,93436,""
2,6592,"v_cmp_lt_u32_e64 s1, s8, v25",32768,32768,0,1166658,""
2,6600,"s_waitcnt lgkmcnt(0)",32768,1967930,1935162,0,""
2,6604,"s_barrier",32768,552808,1986,0,""
2,6608,"buffer_gl0_inv",32768,35082,2314,1588,""
2,6616,"s_and_b32 s9, vcc_lo, s1",32768,32768,0,1054,""
2,6620,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6624,"s_and_saveexec_b32 s1, s9",32768,32768,0,33750,""
2,6628,"s_cbranch_execz 2",32768,32768,0,266519,""
2,6632,"global_load_b32 v32, v[10:11], off",32768,69609,4073,65536,""
2,6640,"s_or_b32 exec_lo, exec_lo, s1",32768,32768,0,96,""
2,6644,"v_cmp_gt_u32_e64 s1, 0x400, v31",32768,43914,11146,284074,""
2,6656,"v_mov_b32_e32 v9, 0",32768,32768,0,8984,""
2,6660,"s_waitcnt vmcnt(0)",32768,8569234,8536466,0,""
2,6664,"ds_store_b32 v26, v32",32768,143640,78104,10,""
2,6672,"s_and_b32 s1, s0, s1",32768,32768,0,175,""
2,6676,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6680,"s_and_saveexec_b32 s9, s1",32768,32768,0,33912,""
2,6684,"s_cbranch_execz 65387",32768,32768,0,268535,""
2,6688,"v_add_nc_u32_e32 v31, 0x2000, v8",32768,32768,0,445344,""
2,6696,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6700,"v_ashrrev_i32_e32 v32, 31, v31",32768,32768,0,155920,""
2,6704,"v_lshlrev_b64 v[31:32], 2, v[31:32]",32768,65536,0,151662,""
2,6712,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6716,"v_add_co_u32 v31, s1, s6, v31",32768,32768,0,149225,""
2,6724,"v_add_co_ci_u32_e64 v32, null, s7, v32, s1",32768,32768,0,152911,""
2,6732,"global_load_b32 v9, v[31:32], off",32768,71467,5931,553680,""
2,6740,"s_branch 65373",32768,32768,0,100,""
2,6744,"s_and_b32 s0, vcc_lo, s0",512,512,0,13901,""
2,6748,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6752,"s_and_saveexec_b32 s1, s0",512,512,0,512,""
2,6756,"s_cbranch_execz 12",512,512,0,4174,""
2,6760,"v_add_nc_u32_e32 v0, v22, v23",512,512,0,1079,""
2,6764,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6768,"v_ashrrev_i32_e32 v1, 31, v0",512,512,0,2195,""
2,6772,"v_lshlrev_b64 v[0:1], 2, v[0:1]",512,1024,0,2166,""
2,6780,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6784,"v_add_co_u32 v0, vcc_lo, s2, v0",512,512,0,2173,""
2,6792,"v_add_co_ci_u32_e64 v1, null, s3, v1, vcc_lo",512,512,0,2220,""
2,6800,"global_store_b32 v[0:1], v27, off",512,1536,0,8772,""
2,6808,"s_endpgm",512,147757,0,0,""
