"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,6072,"v_add_co_u32 v10, s1, v0, 32",512,512,0,514,""
2,6080,"v_add_co_ci_u32_e64 v11, null, 0, v1, s1",512,948,436,2092,""
2,6088,"s_branch 56",512,512,0,25,""
2,6092,"s_or_b32 exec_lo, exec_lo, s9",32768,32768,0,917187,""
2,6096,"v_dual_fmac_f32 v27, v4, v18 :: v_dual_add_nc_u32 v8, 0x4000, v8",32768,32768,0,294289,""
2,6108,"s_waitcnt vmcnt(0)",32768,9230110,9197342,0,""
2,6112,"ds_store_b32 v30, v9",32768,65536,0,78958,""
2,6120,"s_waitcnt lgkmcnt(0)",32768,2138812,2106044,0,""
2,6124,"s_barrier",32768,757404,34143,0,""
2,6128,"v_fmac_f32_e32 v27, v5, v19",32768,32768,0,0,""
2,6132,"buffer_gl0_inv",32768,32768,0,597946,""
2,6140,"v_add_co_u32 v10, s1, v10, 64",32768,32768,0,311678,""
2,6148,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_2) | instid1(SALU_CYCLE_1)",0,0,0,0,""
2,6152,"v_add_co_ci_u32_e64 v11, null, 0, v11, s1",32768,58985,26217,135473,""
2,6160,"v_fmac_f32_e32 v27, v6, v16",32768,34173,1405,21697,""
2,6164,"s_add_i32 s8, s8, 16",32768,32768,0,517295,""
2,6168,"s_cmpk_eq_i32 s8, 0x408",32768,34398,1630,32783,""
2,6172,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_3) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6176,"v_fmac_f32_e32 v27, v7, v17",32768,32768,0,26443,""
2,6180,"ds_load_b128 v[4:7], v24",32768,172134,139366,584769,""
2,6188,"ds_load_2addr_b32 v[16:17], v28 offset1:8",32768,32768,0,51183,""
2,6196,"v_fmac_f32_e32 v27, v0, v14",32768,32768,0,863591,""
2,6200,"v_fmac_f32_e32 v27, v1, v15",32768,32768,0,145111,""
2,6204,"ds_load_2addr_b32 v[14:15], v28 offset0:16 offset1:24",32768,32768,0,633044,""
2,6212,"v_fmac_f32_e32 v27, v2, v12",32768,32768,0,841534,""
2,6216,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_4) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6220,"v_fmac_f32_e32 v27, v3, v13",32768,32768,0,141875,""
2,6224,"ds_load_b128 v[0:3], v24 offset:16",32768,80291,47523,569461,""
2,6232,"ds_load_2addr_b32 v[12:13], v28 offset0:32 offset1:40",32768,32768,0,28258,""
2,6240,"s_waitcnt lgkmcnt(3)",32768,167099,134331,0,""
2,6244,"v_fmac_f32_e32 v27, v4, v16",32768,32768,0,705734,""
2,6248,"v_fmac_f32_e32 v27, v5, v17",32768,32768,0,140914,""
2,6252,"ds_load_2addr_b32 v[4:5], v28 offset0:48 offset1:56",32768,32768,0,625928,""
2,6260,"s_waitcnt lgkmcnt(0)",32768,2688630,2655862,0,""
2,6264,"s_barrier",32768,650719,36680,0,""
2,6268,"buffer_gl0_inv",32768,32768,0,0,""
2,6276,"v_fmac_f32_e32 v27, v6, v14",32768,32768,0,274781,""
2,6280,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6284,"v_fmac_f32_e32 v27, v7, v15",32768,32768,0,153255,""
2,6288,"v_fmac_f32_e32 v27, v0, v12",32768,32768,0,156337,""
2,6292,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6296,"v_fmac_f32_e32 v27, v1, v13",32768,32768,0,160111,""
2,6300,"v_fmac_f32_e32 v27, v2, v4",32768,32768,0,163903,""
2,6304,"s_delay_alu instid0(VALU_DEP_1)",0,0,0,0,""
2,6308,"v_fmac_f32_e32 v27, v3, v5",32768,51600,18832,139657,""
2,6312,"s_cbranch_scc1 107",32768,32768,0,1206,""
2,6316,"v_add3_u32 v0, v21, s8, -8",32768,32768,0,97630,""
2,6324,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_2) | instid1(SALU_CYCLE_1)",0,0,0,0,""
2,6328,"v_cmp_gt_u32_e64 s1, 0x400, v0",32768,46446,13678,140349,""
2,6340,"v_mov_b32_e32 v0, 0",32768,33167,399,10645,""
2,6344,"s_and_b32 s1, vcc_lo, s1",32768,32768,0,553305,""
2,6348,"s_and_saveexec_b32 s9, s1",32768,32768,0,33866,""
2,6352,"s_cbranch_execz 13",32768,32768,0,265426,""
2,6356,"v_add3_u32 v0, v29, s8, -8",32768,32768,0,83570,""
2,6364,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6368,"v_ashrrev_i32_e32 v1, 31, v0",32768,32768,0,143419,""
2,6372,"v_lshlrev_b64 v[0:1], 2, v[0:1]",32768,65536,0,142404,""
2,6380,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6384,"v_add_co_u32 v0, s1, s4, v0",32768,32768,0,139819,""
2,6392,"v_add_co_ci_u32_e64 v1, null, s5, v1, s1",32768,32768,0,142868,""
2,6400,"global_load_b32 v0, v[0:1], off",32768,70615,5079,549385,""
2,6408,"s_or_b32 exec_lo, exec_lo, s9",32768,32768,0,47,""
2,6412,"v_dual_mov_b32 v32, 0 :: v_dual_add_nc_u32 v31, s8, v20",32768,32768,0,288592,""
2,6420,"s_waitcnt vmcnt(0)",32768,12909178,12876410,0,""
2,6424,"ds_store_b32 v26, v0",32768,65536,0,254056,""
2,6432,"v_add_nc_u32_e32 v1, -8, v31",32768,32768,0,901594,""
2,6436,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_2) | instid1(SALU_CYCLE_1)",0,0,0,0,""
2,6440,"v_cmp_gt_u32_e64 s1, 0x400, v1",32768,48185,15417,132262,""
2,6452,"v_mov_b32_e32 v1, 0",32768,34601,1833,12610,""
2,6456,"s_and_b32 s1, s0, s1",32768,32768,0,512595,""
2,6460,"s_and_saveexec_b32 s9, s1",32768,32768,0,34517,""
2,6464,"s_cbranch_execz 11",32768,32768,0,268044,""
2,6468,"v_ashrrev_i32_e32 v9, 31, v8",32768,32768,0,94114,""
2,6472,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6476,"v_lshlrev_b64 v[0:1], 2, v[8:9]",32768,65536,0,146122,""
2,6484,"v_add_co_u32 v0, s1, s6, v0",32768,32768,0,143211,""
2,6492,"s_delay_alu instid0(VALU_DEP_1)",0,0,0,0,""
2,6496,"v_add_co_ci_u32_e64 v1, null, s7, v1, s1",32768,32768,0,146772,""
2,6504,"global_load_b32 v1, v[0:1], off",32768,72140,6604,561535,""
2,6512,"s_or_b32 exec_lo, exec_lo, s9",32768,32768,0,105,""
2,6516,"s_waitcnt vmcnt(0)",32768,11923103,11890335,0,""
2,6520,"ds_store_b32 v30, v1",32768,65536,0,144270,""
2,6528,"s_waitcnt lgkmcnt(0)",32768,1848021,1815253,0,""
2,6532,"s_barrier",32768,784126,39085,0,""
2,6536,"buffer_gl0_inv",32768,32768,0,0,""
2,6544,"ds_load_b128 v[4:7], v24",32768,329184,296416,296092,""
2,6552,"ds_load_b128 v[0:3], v24 offset:16",32768,86921,54153,0,""
2,6560,"ds_load_2addr_b32 v[18:19], v28 offset1:8",32768,96307,63539,0,""
2,6568,"ds_load_2addr_b32 v[16:17], v28 offset0:16 offset1:24",32768,109176,76408,0,""
2,6576,"ds_load_2addr_b32 v[14:15], v28 offset0:32 offset1:40",32768,116002,83234,0,""
2,6584,"ds_load_2addr_b32 v[12:13], v28 offset0:48 offset1:56",32768,32768,0,103104,""
2,6592,"v_cmp_lt_u32_e64 s1, s8, v25",32768,32768,0,1226934,""
2,6600,"s_waitcnt lgkmcnt(0)",32768,2052695,2019927,0,""
2,6604,"s_barrier",32768,566338,2141,0,""
2,6608,"buffer_gl0_inv",32768,35154,2386,1650,""
2,6616,"s_and_b32 s9, vcc_lo, s1",32768,32768,0,984,""
2,6620,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6624,"s_and_saveexec_b32 s1, s9",32768,32768,0,33780,""
2,6628,"s_cbranch_execz 2",32768,32768,0,266813,""
2,6632,"global_load_b32 v32, v[10:11], off",32768,69896,4360,65536,""
2,6640,"s_or_b32 exec_lo, exec_lo, s1",32768,32768,0,102,""
2,6644,"v_cmp_gt_u32_e64 s1, 0x400, v31",32768,44209,11441,284452,""
2,6656,"v_mov_b32_e32 v9, 0",32768,32768,0,8856,""
2,6660,"s_waitcnt vmcnt(0)",32768,10362351,10329583,0,""
2,6664,"ds_store_b32 v26, v32",32768,169626,104090,0,""
2,6672,"s_and_b32 s1, s0, s1",32768,32768,0,214,""
2,6676,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6680,"s_and_saveexec_b32 s9, s1",32768,32768,0,33896,""
2,6684,"s_cbranch_execz 65387",32768,32768,0,268626,""
2,6688,"v_add_nc_u32_e32 v31, 0x2000, v8",32768,32768,0,528526,""
2,6696,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6700,"v_ashrrev_i32_e32 v32, 31, v31",32768,32768,0,156267,""
2,6704,"v_lshlrev_b64 v[31:32], 2, v[31:32]",32768,65536,0,151967,""
2,6712,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6716,"v_add_co_u32 v31, s1, s6, v31",32768,32768,0,150243,""
2,6724,"v_add_co_ci_u32_e64 v32, null, s7, v32, s1",32768,32768,0,154784,""
2,6732,"global_load_b32 v9, v[31:32], off",32768,70954,5418,553396,""
2,6740,"s_branch 65373",32768,32768,0,105,""
2,6744,"s_and_b32 s0, vcc_lo, s0",512,512,0,13964,""
2,6748,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6752,"s_and_saveexec_b32 s1, s0",512,512,0,512,""
2,6756,"s_cbranch_execz 12",512,512,0,4181,""
2,6760,"v_add_nc_u32_e32 v0, v22, v23",512,512,0,1092,""
2,6764,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6768,"v_ashrrev_i32_e32 v1, 31, v0",512,512,0,2178,""
2,6772,"v_lshlrev_b64 v[0:1], 2, v[0:1]",512,1024,0,2173,""
2,6780,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6784,"v_add_co_u32 v0, vcc_lo, s2, v0",512,512,0,2154,""
2,6792,"v_add_co_ci_u32_e64 v1, null, s3, v1, vcc_lo",512,512,0,2216,""
2,6800,"global_store_b32 v[0:1], v27, off",512,1536,0,8761,""
2,6808,"s_endpgm",512,146694,0,0,""
