"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,7044,"global_load_b32 v17, v[13:14], off",65792,131584,0,1160702,""
2,7052,"v_ashrrev_i32_e32 v26, 31, v25",65792,902054,836262,514666,""
2,7056,"v_lshlrev_b64 v[23:24], 2, v[23:24]",65792,131584,0,211178,""
2,7064,"global_load_b32 v18, v[15:16], off",65792,131584,0,1157257,""
2,7072,"v_add_co_u32 v13, vcc_lo, s6, v19",65792,65792,0,1484135,""
2,7080,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7084,"v_add_co_ci_u32_e64 v14, null, s7, v20, vcc_lo",65792,586393,520601,280177,""
2,7092,"v_add_co_u32 v15, vcc_lo, s6, v21",65792,65792,0,211074,""
2,7100,"v_add_co_ci_u32_e64 v16, null, s7, v22, vcc_lo",65792,583873,518081,301546,""
2,7108,"v_ashrrev_i32_e32 v28, 31, v27",65792,65792,0,202061,""
2,7112,"global_load_b32 v19, v[13:14], off",65792,131584,0,1159785,""
2,7120,"v_lshlrev_b64 v[25:26], 2, v[25:26]",65792,131584,0,1438206,""
2,7128,"global_load_b32 v20, v[15:16], off",65792,131584,0,1158124,""
2,7136,"v_add_co_u32 v13, vcc_lo, s6, v23",65792,1096006,1030214,523039,""
2,7144,"v_lshlrev_b64 v[27:28], 2, v[27:28]",65792,365451,233867,4709,""
2,7152,"v_add_co_ci_u32_e64 v14, null, s7, v24, vcc_lo",65792,524970,459178,0,""
2,7160,"v_add_co_u32 v15, vcc_lo, s6, v25",65792,65792,0,187952,""
2,7168,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_2) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7172,"v_add_co_ci_u32_e64 v16, null, s7, v26, vcc_lo",65792,65792,0,785882,""
2,7180,"global_load_b32 v21, v[13:14], off",65792,131584,0,1162717,""
2,7188,"v_add_co_u32 v13, vcc_lo, s6, v27",65792,65792,0,1478555,""
2,7196,"v_add_co_ci_u32_e64 v14, null, s7, v28, vcc_lo",65792,65792,0,842837,""
2,7204,"s_clause 0x1",65792,197376,131584,0,""
2,7208,"global_load_b32 v15, v[15:16], off",65792,135816,4232,962583,""
2,7216,"global_load_b32 v13, v[13:14], off",65792,131584,0,140,""
2,7224,"v_add_co_u32 v2, vcc_lo, v2, 32",65792,65792,0,1536147,""
2,7232,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_3) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7236,"v_add_co_ci_u32_e64 v3, null, 0, v3, vcc_lo",65792,65792,0,817330,""
2,7244,"s_waitcnt vmcnt(7)",65792,3528185,3462393,0,""
2,7248,"v_fmac_f32_e32 v4, v9, v29",65792,65792,0,609458,""
2,7252,"s_waitcnt vmcnt(6)",65792,1851397,1785605,0,""
2,7256,"v_fmac_f32_e32 v4, v10, v17",65792,65792,0,688332,""
2,7260,"s_waitcnt vmcnt(5)",65792,1382352,1316560,0,""
2,7264,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7268,"v_fmac_f32_e32 v4, v11, v18",65792,65792,0,777573,""
2,7272,"s_waitcnt vmcnt(4)",65792,2014830,1949038,0,""
2,7276,"v_fmac_f32_e32 v4, v12, v19",65792,65792,0,850342,""
2,7280,"s_waitcnt vmcnt(3)",65792,1408907,1343115,0,""
2,7284,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7288,"v_fmac_f32_e32 v4, v5, v20",65792,65792,0,900997,""
2,7292,"s_waitcnt vmcnt(2)",65792,2242027,2176235,0,""
2,7296,"v_fmac_f32_e32 v4, v6, v21",65792,65792,0,1013562,""
2,7300,"s_waitcnt vmcnt(1)",65792,2000928,1935136,0,""
2,7304,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7308,"v_fmac_f32_e32 v4, v7, v15",65792,65792,0,1051023,""
2,7312,"s_waitcnt vmcnt(0)",65792,200230,134438,0,""
2,7316,"v_fmac_f32_e32 v4, v8, v13",65792,679563,613771,77765,""
2,7320,"s_cbranch_scc0 65411",65792,65792,0,14,""
2,7324,"v_add_nc_u32_e32 v0, v1, v0",514,514,0,1117,""
2,7328,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7332,"v_ashrrev_i32_e32 v1, 31, v0",514,514,0,2253,""
2,7336,"v_lshlrev_b64 v[0:1], 2, v[0:1]",514,1028,0,2335,""
2,7344,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7348,"v_add_co_u32 v0, vcc_lo, s0, v0",514,514,0,2325,""
2,7356,"v_add_co_ci_u32_e64 v1, null, s1, v1, vcc_lo",514,514,0,2318,""
2,7364,"global_store_b32 v[0:1], v4, off",514,1542,0,9160,""
2,7372,"s_endpgm",514,128057,0,0,""
